#Models
# hindcast # H16_CMIP5_CESM_BIO_rcp85 # H16_CMIP5_CESM_rcp45 # H16_CMIP5_CESM_rcp85 # H16_CMIP5_GFDL_BIO_rcp85 # H16_CMIP5_GFDL_rcp45 # H16_CMIP5_GFDL_rcp85 # H16_CMIP5_MIROC_rcp45 # H16_CMIP5_MIROC_rcp85 # K20P19_CMIP5_CESM_rcp45 # K20P19_CMIP5_CESM_rcp85 # K20P19_CMIP5_GFDL_rcp45 # K20P19_CMIP5_GFDL_rcp85 # K20P19_CMIP5_MIROC_rcp45 # K20P19_CMIP5_MIROC_rcp85 # K20P19_CMIP6_cesm_ssp126 # K20P19_CMIP6_cesm_ssp585 # K20P19_CMIP6_gfdl_ssp126 # K20P19_CMIP6_gfdl_ssp585 # K20P19_CMIP6_miroc_ssp126 # K20P19_CMIP6_miroc_ssp585
#nEatcovs
1
#Eat_covs
3
#n_fut_itr : number of future temperature simulations 
21
#nyrs_fut : (1, n_fut_itr) number years for the zooplankton data 
79
#fut_years : matrix(n_fut_itr,nyrs_fut) years for the zooplankton data 
2022 2023 2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040 2041 2042 2043 2044 2045 2046 2047 2048 2049 2050 2051 2052 2053 2054 2055 2056 2057 2058 2059 2060 2061 2062 2063 2064 2065 2066 2067 2068 2069 2070 2071 2072 2073 2074 2075 2076 2077 2078 2079 2080 2081 2082 2083 2084 2085 2086 2087 2088 2089 2090 2091 2092 2093 2094 2095 2096 2097 2098 2099 2100
#ncov_fut : number of covariates 
61
-0.4579137 2.149286 2.742047 -1.054877 -0.605729 0.1166116 -0.8996212 -1.663584 2.142126 2.331371 -2.288091 1.519235 2.175522 3.66776 2.875974 1.740502 -1.674358 -0.2424334 -0.6049294 1.527594 -1.043284 0.1615986 0.5687333 -1.827639 -0.8262698 1.835556 0.3314348 -1.597182 -2.130032 -1.956936 -0.3095781 2.390666 -2.530197 -0.3952743 -2.836715 -2.701485 -0.4721899 -3.956459 -2.357073 -2.671697 -2.963327 -1.169419 -2.722147 -2.803271 -1.820356 -2.814565 -2.381908 -3.033312 -2.340136 -1.45418 -2.376659 -1.344909 -2.475149 -3.3054 -3.528895 -2.11216 -3.176701 -2.861684 -3.814318 -1.967797 -3.95656 -3.460933 -3.714879 -4.412755 -4.044933 -3.24692 -2.640363 -5.097403 -4.256376 -4.106666 -3.976369 -2.438213 -4.012377 -3.44912 -4.470761 -4.509361 -4.564884 -4.434638 -4.434638
-1.434115 0.3844398 -1.240876 0.2999106 1.640596 -0.2448504 -1.022064 0.3880306 -0.5188376 -2.581945 -1.125968 0.9826528 0.3996954 0.2414268 2.314405 1.054775 0.9973596 -0.3466817 -0.1492847 -1.995946 -1.713136 0.5678793 -0.3914791 -2.48579 -1.878865 -3.583613 -2.772317 -1.474442 -1.6051 -3.368665 -0.5268285 0.8520607 0.5562362 -0.3654382 -4.549597 -1.695075 -2.251218 -1.549123 -1.391571 -2.192939 -3.60754 -0.636872 -1.328836 -0.05300343 -3.142134 -0.02445064 -0.9378931 -2.319835 -3.105594 -2.05349 -0.4792052 -1.692961 -3.811856 -3.759287 -3.153096 -2.331126 -1.887274 -0.6269438 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843 -3.058843
-0.5116382 2.873389 2.618125 -0.7044694 -0.2863982 -0.2397352 1.56051 -1.995888 3.096605 2.512149 -1.342865 2.127603 3.28656 2.640142 2.329655 0.8086622 -1.54896 0.2038291 -0.7499301 1.074819 -0.499773 -1.303216 0.6743163 -2.365859 -1.474284 2.145882 -0.1337421 -1.930206 -2.311041 -1.905234 -1.097346 2.038943 -2.657793 -1.24107 -3.232186 -3.171947 -1.331738 -3.433506 -2.766202 -2.801811 -2.661763 -2.335279 -2.521088 -2.811337 -2.421519 -2.59982 -2.940825 -2.719931 -1.984937 -2.736532 -2.775303 -1.976004 -2.920323 -3.577344 -4.241702 -2.046223 -3.448313 -3.516895 -3.858787 -2.868722 -3.907574 -3.049603 -3.500907 -4.220524 -4.086631 -3.367685 -2.518182 -4.512168 -4.068811 -3.747163 -3.423831 -2.671857 -3.713377 -2.795618 -3.962103 -4.043823 -3.907034 -4.293081 -4.293081
-1.201538 2.206015 -1.37739 0.1000798 1.010111 1.947452 -0.1121288 -3.508158 1.551653 0.2027462 0.2083996 1.243901 1.747715 0.802896 1.782382 2.009882 2.258748 1.934678 -0.07133966 1.54746 -1.585762 -2.09439 -5.126526 -2.31529 -3.522691 -0.8637404 -3.702998 -3.443274 -3.869504 -2.655438 -1.122702 -0.4645472 0.6859813 -0.4424112 0.7279079 -0.9869341 -1.386479 -2.984825 0.2031109 1.94088 -1.60952 -2.485153 0.8642773 -0.2329206 1.343043 -2.073317 1.356348 -2.809484 -3.517351 -0.006272857 -0.5647708 -1.54936 1.089177 -0.7702916 -4.768316 -4.101953 -4.790297 -4.732948 -4.838937 -5.16956 -2.066922 -2.252122 -3.564331 -3.618601 -5.649769 -4.096734 -1.59408 -3.940386 -5.161864 -2.232202 -0.7412868 0.5737485 0.1041772 -3.047613 -4.024708 -5.874867 -4.447634 -2.455344 -2.455344
1.7092 2.096401 1.118748 -1.150136 1.538975 1.744544 -0.2306689 -0.5113794 0.5896539 2.061125 0.05135179 0.6416484 1.407276 -0.5245117 1.730317 1.60043 1.485021 1.073071 -0.2560386 -0.2874452 -2.429491 2.146735 3.737309 -1.153299 2.252162 0.001765353 0.5481518 -0.9728639 2.065648 0.417716 -1.630236 -0.2289766 1.666528 2.762484 2.05881 1.149073 1.002089 1.305313 2.227648 2.222574 -3.266586 1.305127 1.720834 1.770958 0.3765476 0.2250673 -2.268877 -1.179452 0.2189576 1.552757 2.016241 -1.263724 -0.9442049 2.221346 2.023855 0.5357946 -1.287584 -0.6598898 -3.577179 1.771032 0.4637919 3.141353 3.010585 2.837102 0.5136464 1.760455 2.102768 -1.399429 1.72066 0.1431546 -0.0262324 0.04623032 0.7345892 -2.411347 -0.6157414 1.662855 0.05130501 -0.02749719 -0.02749719
-0.9178451 1.018403 0.3192287 1.063967 0.833352 1.505445 -0.294759 -2.906813 1.322805 0.4458124 1.1198 0.857299 0.4133843 -1.039674 0.4443302 0.5196754 0.687575 2.140152 -0.2603261 1.56431 -1.199067 0.7797294 -6.712701 -2.330285 -3.034487 0.1477395 -8.437342 -3.335885 -3.251692 -2.668873 -0.1012694 0.07497798 1.184474 0.5705767 0.6359297 -1.082348 -1.218327 -2.139604 -0.6607584 2.683443 -1.233163 -4.193733 1.573552 -0.1106335 0.8762334 -0.6645158 2.269976 -4.310411 -2.688141 -1.298485 -0.8329678 -0.8777481 0.3212251 -0.82755 -8.402353 -5.54125 -6.228725 -4.578361 -7.083894 -8.71721 -0.9987274 -0.6734172 -0.9974639 -4.588153 -5.527327 -3.318672 -0.144928 -5.239934 -4.143077 -2.771872 -0.308343 0.5869883 1.184792 -4.475448 -6.266029 -5.188724 -5.753866 -3.437205 -3.437205
-2.541371 -7.727624 -5.698769 -5.201795 -3.024556 -3.702212 -1.907878 -4.713522 -1.155993 -2.210376 -5.2709 -10.72238 -5.960721 -14.61738 -7.673572 -3.565103 -4.297075 -7.6196 -5.786154 -6.790528 -7.91637 -7.129724 -13.36815 -4.902037 -4.840945 -4.5789 -10.02908 -9.110345 -5.607894 -5.824141 -3.516303 -7.715333 -1.720275 -1.555434 0.353245 -9.607319 -5.386005 -7.30782 -5.853149 -6.8172 -13.24252 -3.452203 -12.10208 -8.994776 -6.389103 -1.537743 -11.24691 -10.48781 -7.737329 -14.49585 -15.66114 -13.78811 -14.31434 -7.163559 -19.43076 -13.48378 -6.702193 -14.26965 -12.60147 -14.96472 -14.99217 -5.435203 -5.254085 -7.492587 -6.156558 -9.999135 -6.863394 -15.76533 -11.01424 -10.64301 -19.10833 -10.96337 -7.13714 -6.844724 -8.883435 -11.44472 -14.6035 -15.44366 -15.44366
1.804019 0.7372676 -0.7475193 -0.4531099 -1.814533 -1.103881 -3.181351 -0.2274522 0.0560138 -0.4459959 0.4266071 -2.60617 -2.210979 -6.131764 -3.492592 -1.701445 -1.489189 -1.223523 -1.693691 -0.115783 0.1882215 -1.297005 -2.700243 -3.16345 -5.935163 -6.447855 -3.436225 -2.609548 -4.530751 -1.806903 -7.154718 -7.412466 -5.779051 -5.089554 -11.50529 -5.111731 -7.462883 -12.54461 -3.746024 -5.790336 -5.382896 -8.007469 -11.55494 -8.360892 -11.46553 -9.05912 -6.117228 -11.91676 -14.74227 -10.43435 -9.085316 -13.5502 -11.30538 -11.9494 -11.41798 -9.285643 -9.37416 -13.93624 -12.62014 -14.28676 -12.91759 -10.52654 -12.94996 -13.7331 -14.71333 -11.77646 -12.59476 -10.00662 -10.53814 -13.87959 -14.83103 -15.41216 -11.92601 -12.60137 -14.60716 -14.51786 -13.60741 -13.41718 -13.41718
0.5014182 1.408521 -0.2447856 3.413064 2.51063 -1.549922 1.929909 1.203512 1.160511 -1.658414 0.03080049 -0.3804643 2.922852 2.738902 6.316837 4.26973 3.253574 -0.05498904 3.59888 1.523919 -1.427596 2.42604 2.72625 1.100774 0.893345 0.5455199 -1.34469 -0.9375097 -0.2312967 -2.735774 1.64287 2.562165 2.474757 2.306857 -0.1527782 1.397352 -1.438571 0.4416104 -2.49872 -2.083718 0.1127884 2.283032 2.590965 3.657481 -1.28376 0.5546568 2.489308 3.18514 -0.3815517 0.02635553 -0.3749143 1.937884 1.425101 0.8197029 0.2994798 -1.088172 2.060296 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451 3.569451
0.8509886 1.87699 0.8738177 0.06662758 0.5970097 0.6835052 -1.770699 -1.646139 2.095422 4.004827 1.303108 3.08632 3.904175 2.936732 1.44453 3.1225 0.1748341 0.1085502 1.190421 2.693653 -1.010713 1.350951 1.112129 1.794705 -0.05684997 0.7970405 0.6143852 0.03587026 -0.3496448 0.9682242 1.728533 2.749384 0.8770486 1.617803 0.07188933 0.2698033 1.484899 -2.801546 -0.3717181 -0.8301692 -0.6873644 1.92481 -0.423412 -0.742672 0.371419 1.281073 -0.1809978 -1.055778 -0.05990467 0.4088345 0.07586896 1.845492 0.3092653 0.722533 -1.084767 -0.3119101 -0.840417 0.555662 -3.933453 -1.676629 -2.26468 0.05596521 -1.364287 -2.07954 -1.684521 0.09183992 0.8317203 -2.773223 -1.643151 -1.954663 -1.879439 0.4626207 -1.569265 -0.4109964 -1.144506 -0.4031636 -2.086687 -3.536703 -3.536703
1.028201 2.923747 -0.02827208 -0.3254982 1.167613 2.877368 3.370272 -1.267602 1.17792 1.635262 0.9118195 2.733937 3.993767 1.031091 0.5775499 4.881345 2.963551 1.153723 4.293294 4.551019 -1.230131 2.199638 2.991249 1.453304 1.262753 -0.8196987 0.3342377 -3.675266 -0.5221801 -1.774976 2.762454 -3.135193 -3.099883 -3.000448 0.8662781 1.248966 0.6068519 -2.746321 2.633338 3.359592 -0.912183 1.362579 3.574195 1.927698 -0.8833813 -0.5803231 1.535709 -3.019243 -0.09988346 1.760629 2.77073 -2.886356 -1.135051 -1.620133 2.868931 1.631554 1.173169 -2.486733 -5.239417 -0.4494964 1.6483 5.011234 4.823503 4.784681 0.1459371 -1.849596 1.71612 -1.747906 0.2544368 1.508595 -1.37781 -0.7940702 -3.780445 -4.106915 0.1832112 3.058289 4.346684 5.199394 5.199394
1.957849 1.451563 1.357469 0.4813665 2.432989 1.246479 2.853192 -1.17775 -1.492733 -1.782867 0.480927 2.100901 1.627737 0.6774839 2.17828 1.535259 1.424819 2.265939 -2.430582 2.489503 1.008365 0.5991969 -3.792234 -2.279825 -0.9209542 0.8082699 -2.996308 0.7525218 0.05180015 -1.396749 1.463501 2.247579 0.8661015 1.078537 2.050764 -0.01679943 -0.3204592 -0.173328 0.4204262 0.3642133 0.6987853 1.674272 -0.4404243 1.079833 0.5967721 0.8540077 1.404005 -1.578829 -0.3175153 0.521256 -1.045113 0.2908608 1.359821 0.86172 -1.374384 -3.142002 -0.1365326 0.03201267 -1.244404 -4.031244 -1.453429 0.4192803 -2.124967 1.296057 -1.19156 -2.133865 -0.3348109 -1.961651 1.22985 0.4580405 -1.347614 0.1580936 -0.2497245 1.573811 -0.8924561 -1.46822 -4.784634 -0.1647972 -0.1647972
0.1345453 -3.059098 -0.3560742 -3.884542 -2.024771 -3.686302 -0.7149461 -2.609974 -0.4282508 -0.7425851 -2.166495 -3.102153 -0.6818856 -3.718898 -1.997909 -3.055726 -2.845275 -5.165689 -1.203557 -4.588977 -5.379173 -3.697982 -4.243091 -2.447514 -3.961978 -4.038274 -4.28204 -3.444091 -4.252825 -3.283469 -2.698691 -2.915547 -1.7243 -1.923454 -4.612444 -4.036854 -3.004207 -4.447971 -3.601954 -4.675245 -4.099655 -3.36142 -5.825793 -5.786102 -2.666439 -3.024023 -6.281469 -3.759247 -5.812456 -7.476844 -5.846823 -4.22741 -3.705077 -3.658482 -5.9213 -7.471343 -2.586195 -7.553267 -6.958133 -6.904763 -8.319457 -5.088924 -3.786865 -4.368395 -5.341127 -4.675323 -6.117341 -5.959618 -4.596289 -3.995741 -8.943841 -6.055335 -6.184623 -4.625444 -5.421078 -5.116608 -6.306233 -7.234177 -7.234177
1.633605 1.207267 0.3729734 -0.1815655 -0.7298144 -0.2331217 0.5159913 1.014529 1.00807 0.00359291 -0.2991293 0.3491895 0.08487511 -0.9654225 -1.06781 -0.9054316 0.6424628 0.4171045 0.7849812 0.2267344 0.3220937 0.385593 -0.5131593 -1.401837 -1.651109 -2.977763 -1.363839 -0.8160792 -2.278305 -1.761423 -2.632325 -2.800054 -2.174059 -1.200907 -3.005094 -3.255862 -2.785786 -4.216145 -2.013724 -2.425293 -2.660211 -1.60222 -2.961669 -3.055758 -2.945686 -2.239942 -1.191944 -3.624738 -5.036618 -2.553379 -4.046476 -4.093936 -2.917982 -3.989992 -5.054632 -3.336688 -4.441071 -3.752674 -4.79403 -5.224629 -4.525674 -4.897062 -3.380295 -5.645124 -4.799296 -3.695708 -2.063619 -1.958921 -3.578102 -3.891985 -5.858968 -4.673749 -3.674688 -3.21527 -4.009982 -4.731114 -5.511996 -3.744793 -3.744793
-0.4844198 0.0818759 0.8341588 0.6087178 -0.5565573 0.9650283 0.4564804 1.613281 1.644182 -0.1732282 1.896569 0.5915398 2.307797 2.43181 1.296079 1.672878 1.101227 0.3957915 0.7287268 1.676537 0.1000703 3.093143 -0.2880266 1.378214 -1.001672 0.4947419 0.5914183 -0.3696016 -0.3551852 0.1021995 0.5630735 1.082209 0.5367635 2.894968 2.5173 -0.8399554 -0.1224854 -0.7146604 -0.7673497 -1.037269 -0.01274567 -0.1437696 0.8429169 0.3264659 -0.7638412 0.5572171 -1.679308 0.9386783 -0.4204703 -0.5653638 0.7930071 1.650085 -0.6097717 -0.6739928 0.4413185 2.110241 -0.5787957 -0.9817296 -1.480608 -0.7322842 -0.4824964 -0.9751693 -1.20893 -0.3019772 -0.08248687 -0.4739931 -0.9329942 -0.9722342 -0.6146144 -0.7893936 -0.6091566 -0.6654599 -0.1212375 -0.9374031 -1.147185 -1.777096 -1.221078 -0.5541697 -0.5541697
-0.1055543 2.241489 1.894364 1.932249 0.7351536 1.233743 2.345496 0.6106902 0.8069171 0.3301079 2.231445 2.781271 2.504955 4.303922 -0.1298453 0.3379167 1.491737 0.2539607 -0.5839378 1.269369 0.2495343 0.1757853 0.7143564 2.167941 0.2184222 0.6160094 0.6180408 0.1449831 1.185866 1.954996 0.2577222 0.5527601 -0.2693548 0.3591571 -0.07892225 0.4255607 0.276029 -0.01122307 -0.557624 -0.7477098 -0.1305581 -0.9241843 0.06440465 0.3900664 -0.1239278 1.128238 -0.823426 -1.084035 -0.3388767 -0.4874901 -0.5752714 -0.7563986 -0.4369592 1.476185 -0.8873667 -0.08805791 0.8421096 -0.5966388 -1.376854 -0.9653304 -0.8431144 -0.6243545 -0.951826 -1.405371 -1.190677 -0.2742649 -0.777791 -0.8375392 -0.8123429 -0.8802847 -0.7298771 -0.9325466 -0.8497459 -0.4560662 -0.9468047 -1.098841 -1.247909 -0.8990202 -0.8990202
-2.080422 0.8436975 -0.5894373 0.7330641 -2.324977 -2.186395 -0.7521341 -4.20027 -3.982204 -4.177248 -1.541087 -4.309786 -4.370987 -3.220471 -3.824521 -1.392492 -3.424449 -2.16135 -3.872488 -5.851618 -4.379909 -4.087163 -2.575241 -4.253861 -5.057675 -6.943269 -5.132909 -5.196109 -4.189474 -6.332322 -4.886324 -5.403881 -7.046136 -5.758228 -4.952503 -3.849892 -5.260761 -4.449511 -3.591094 -3.963587 -2.235036 -2.166582 -3.260307 -5.158567 -2.035416 -3.156505 -2.794804 -4.418841 -4.513574 -4.395826 -2.91073 -2.5887 -5.75747 -5.875064 -3.895416 -1.144825 -2.440203 -1.058558 -3.925316 -4.067038 -3.346647 -7.542153 -4.962135 -3.028748 -4.107381 -3.787046 -5.263428 -3.183563 -6.195985 -5.705796 -4.085554 -3.591763 -2.576396 -4.968451 -6.248059 -6.121311 -7.384567 -7.117738 -7.117738
-2.163775 -1.056801 -0.7617504 -0.3342542 -0.4314494 -0.1281123 -1.721504 -2.115429 -2.871673 -4.610327 -4.14302 -4.13693 -4.203783 -3.300944 -2.586798 -3.766741 -2.403209 -1.106024 -3.521297 -3.516452 -3.610209 -4.647994 -4.854328 -3.761551 -2.6562 -1.877982 -0.547395 0.5233495 1.063975 -0.4886385 -0.6237027 0.1396164 -1.592648 -1.477177 -2.094286 -0.8335842 -2.662481 -3.135194 -1.71715 -3.515689 -2.205044 -1.108889 -1.88471 -3.083819 -3.147833 -4.08701 -4.481739 -4.822687 -5.089242 -1.532454 -2.616665 -4.905676 -4.706913 -5.500936 -5.122602 -4.504439 -5.734953 -4.842496 -5.970251 -6.45324 -5.466769 -4.471992 -6.08303 -5.873047 -7.913643 -6.89862 -5.354016 -6.240878 -6.178066 -6.786243 -5.91516 -4.843484 -4.951342 -4.588373 -4.863375 -2.813257 -3.408729 -5.773629 -5.773629
2.355581 1.404528 2.080073 1.015562 1.672847 0.999495 0.7652375 1.560512 1.612402 0.682324 3.277513 2.384479 1.891227 1.01981 2.121952 2.460639 1.826078 1.923406 0.5437285 2.07544 2.264361 2.494633 3.372583 1.789237 1.964603 2.021946 2.717605 2.86672 2.094109 2.38621 1.899194 2.163427 1.667296 2.120076 1.235089 1.246943 0.09735584 -0.5142199 -0.669731 0.3111641 -0.7173049 0.1370927 0.9620396 1.22564 0.1881004 0.7345129 0.3086042 0.6415905 1.184366 1.087593 1.050808 2.273157 0.4470518 0.6556907 0.8288805 0.9539683 1.531502 0.3578046 0.7260405 1.128097 0.9475111 0.7302271 0.203053 1.662119 1.264443 1.369642 1.13605 1.118495 1.109707 1.433827 0.6595414 0.7833016 2.274278 2.382542 1.067565 0.6490317 1.882802 1.563942 1.563942
1.164559 0.8828644 2.073683 1.874304 0.8421696 0.9732785 1.540535 2.330088 1.282833 2.821441 3.156771 3.170473 4.42982 2.626817 2.513029 2.704634 2.023773 1.512875 1.799362 2.638245 3.546119 2.031554 1.584877 1.377921 3.149694 3.709994 2.726667 0.4029395 0.8233849 0.9914525 1.470959 0.9082226 2.122385 1.970582 2.263199 1.202313 0.2318493 2.446215 1.342963 1.907433 1.842382 1.016256 0.5223744 0.7553325 0.6646065 1.241879 1.798009 0.0523426 -0.08477306 -0.1758478 1.187916 0.5412945 0.521172 0.7648763 1.516776 2.10251 -0.003932621 0.2606091 0.2675764 0.469393 0.7909413 -1.28149 -0.6437313 0.2429392 0.9295873 -0.109211 -0.5342701 -0.06886936 -0.5774413 -1.745159 -0.5237635 -0.2849647 -1.037078 -1.835989 -1.17776 -1.007609 -1.236698 -1.861001 -1.861001
###########################################################
# fall_Eup_tot_integrated
-1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911 -1.070911
-0.878074 1.022286 1.741164 -0.9154473 -1.003612 -0.2709429 -1.351748 -1.658927 2.394226 0.9119637 -2.555972 1.980973 1.405664 2.434268 2.209245 1.436512 -1.984325 -0.8719409 -1.254362 1.85144 -1.191098 0.05116805 0.2473743 -1.837045 -1.345527 1.631501 -0.1574641 -2.349325 -2.360664 -2.1638 -0.09372179 1.67721 -2.665425 -0.9306646 -2.662801 -2.356316 -0.3007406 -3.666361 -2.25562 -2.642509 -2.987319 -1.35177 -2.728867 -2.789376 -2.151525 -2.801309 -2.708186 -2.718323 -2.170472 -1.670649 -2.617193 -1.42815 -2.662954 -2.85437 -3.281299 -2.039258 -3.008442 -2.629872 -3.77115 -1.96435 -4.115251 -3.319203 -3.53359 -4.114115 -4.11973 -3.518334 -1.88398 -4.833992 -4.104204 -3.785312 -3.725651 -2.376918 -3.93208 -3.096963 -4.36943 -4.318407 -4.3662 -4.193788 -4.193788
-1.75529 0.4268903 -1.815995 0.8794149 1.652036 -0.3402285 -0.9719103 -0.1074216 -0.6291098 -3.190366 -1.526454 0.5280527 0.1702244 -0.4110134 2.474193 1.372201 1.586254 -1.13928 -0.5550019 -2.361867 -2.016733 0.6181129 -0.8592717 -2.962353 -2.092867 -4.051037 -3.694757 -2.004227 -1.554366 -4.26656 -1.399147 0.4636745 0.4989625 -0.54561 -5.178054 -1.945826 -2.895934 -1.607172 -2.329695 -2.896985 -4.07878 -0.1064181 -1.926949 0.3414461 -3.762123 -0.8076056 -0.6928374 -2.472109 -3.088949 -2.896248 0.2139848 -2.745139 -4.685442 -4.14683 -3.50275 -3.189382 -2.458947 -1.118781 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853 -3.584853
-0.964533 1.547465 1.470971 -0.6043722 -0.6749773 -0.6406394 1.00746 -2.105173 2.830202 1.342738 -1.772449 1.674042 2.099163 2.036806 1.417064 0.6391757 -2.031091 -0.6293893 -1.373565 1.115865 -0.9314475 -1.515778 -0.3271357 -2.453988 -2.029843 2.187964 -0.2864392 -2.499876 -2.498034 -2.379765 -1.281445 1.394244 -2.89967 -1.684191 -3.283925 -3.296995 -1.382713 -3.378509 -2.648529 -2.960916 -3.032841 -2.801828 -2.801714 -2.982331 -2.794332 -2.609758 -3.331999 -2.607541 -2.12362 -2.926189 -2.9046 -2.044783 -3.179875 -3.419386 -4.354059 -2.158979 -3.679115 -3.56402 -4.123395 -2.838422 -4.248458 -3.120296 -3.619521 -4.291195 -4.253556 -3.682852 -2.368563 -4.663347 -4.093848 -3.782884 -3.552311 -2.736125 -3.862663 -2.869521 -4.093257 -4.135132 -4.068136 -4.264851 -4.264851
-1.342901 3.063206 -1.343664 -0.5348117 0.7895754 -0.4124795 -0.5218516 -2.70575 0.8042408 0.2167446 2.365542 2.041575 0.5796905 1.924627 2.361653 1.209683 2.423327 0.8682282 -0.1254043 2.464928 -0.9223816 -1.093677 -6.148636 -1.608008 -3.754305 -0.002708201 -5.233751 -4.811448 -4.213354 -2.559543 -0.1375122 2.033497 0.02014598 1.567308 0.5375236 -1.553269 -2.357748 -2.850888 -0.1382509 3.109101 -1.242716 -1.355204 1.162113 -2.044759 1.102279 -1.65034 1.068958 -2.536858 -3.512145 0.6768106 0.6587674 -1.096648 0.4663855 -0.3939043 -4.619665 -4.319701 -5.543018 -4.352228 -3.835759 -4.674571 -1.074204 -2.490204 -4.767969 -3.03438 -5.171436 -2.918147 -1.100373 -4.047229 -5.106946 -2.96456 -0.2217185 0.3243056 -0.4258845 -2.372994 -2.227882 -5.906976 -6.055313 0.1123747 0.1123747
1.262559 -0.236132 0.6863082 -0.9337951 0.8771054 1.146678 0.3251218 -1.910329 0.3610162 1.239719 0.2991497 0.7480506 0.9799453 0.2518564 2.015742 -0.01023584 0.7627011 0.374414 1.021314 0.5859216 -0.8417983 2.194855 0.514152 -1.040569 0.7138208 -0.01123143 1.008696 -1.403324 1.196843 0.2486599 0.5751091 1.476099 0.6728061 1.299811 -0.7006431 0.2048132 -0.4292891 0.2790284 -0.3105979 0.4351367 -0.4898346 1.238425 1.045306 0.1648988 -0.4050661 -0.5154625 -0.5665958 -0.2821859 -0.103279 2.650806 1.064797 -1.313595 -0.9661364 -0.3628989 0.5681979 -0.3422086 -0.4010137 0.07866008 -1.565671 2.590125 -2.543188 1.988859 1.381844 1.028249 1.703198 1.378713 0.5517984 -2.081473 0.7943121 2.038872 1.033935 2.007658 0.8972765 -0.4122519 -1.114945 1.805066 2.685351 -0.3845189 -0.3845189
0.45764 2.304477 -0.5726211 -0.3862097 1.544483 -1.478648 0.3632059 -0.2847654 1.626266 -0.1120086 3.765245 0.591539 0.2683409 1.662873 0.7817834 0.07924813 1.174671 0.7525553 0.1167078 -0.05363435 1.851529 1.681417 -9.220772 -1.128063 -0.09691437 1.359387 -10.75976 -5.401354 -3.431099 -3.577076 2.099727 1.594592 -1.384108 3.61804 -1.215619 -2.903009 -2.214457 0.1043214 0.8920003 3.148231 0.0595699 -3.377899 4.660294 -0.2900283 2.034084 -2.145793 1.686115 -3.81085 -1.694077 1.56746 0.2518233 0.620083 -0.517351 -0.4653543 -6.811436 -7.12721 -7.264541 0.1484116 -4.200477 -6.871085 1.441265 -0.6259322 -1.919518 -2.281169 -1.711728 -1.642118 -0.2049583 -6.259987 -1.16198 -0.3311567 2.66862 0.5768724 0.5376998 -4.239956 -0.8867606 -1.470999 -7.248368 4.028644 4.028644
0.3224464 -7.425304 -3.704445 -5.381606 -2.433752 -3.083705 -2.773667 -3.538825 -0.7333006 -3.539752 -5.967773 -9.426546 -5.820702 -12.0791 -6.596746 -5.147267 -3.760212 -6.589654 -4.359512 -6.66589 -7.869981 -6.763875 -11.30005 -3.997898 -5.412957 -5.875114 -8.41976 -8.041476 -3.994745 -4.649234 -1.810674 -6.374789 -1.408946 -3.567468 -0.8213477 -8.077611 -5.32999 -3.962599 -5.565554 -6.113969 -10.95203 -1.978857 -9.087228 -8.035917 -6.372263 -1.472038 -8.133174 -5.222558 -7.646058 -11.97641 -13.38385 -8.988156 -11.79613 -6.027359 -16.22814 -11.75143 -3.553404 -9.993649 -8.636843 -12.30144 -12.77125 -5.084393 -3.081098 -6.648112 -5.579976 -10.41751 -6.226912 -12.7047 -7.561293 -7.787577 -15.35038 -10.00171 -7.942034 -6.38455 -6.856881 -10.43383 -12.89849 -12.00022 -12.00022
