#Models
# hindcast # H16_CMIP5_CESM_BIO_rcp85 # H16_CMIP5_CESM_rcp45 # H16_CMIP5_CESM_rcp85 # H16_CMIP5_GFDL_BIO_rcp85 # H16_CMIP5_GFDL_rcp45 # H16_CMIP5_GFDL_rcp85 # H16_CMIP5_MIROC_rcp45 # H16_CMIP5_MIROC_rcp85 # K20P19_CMIP5_CESM_rcp45 # K20P19_CMIP5_CESM_rcp85 # K20P19_CMIP5_GFDL_rcp45 # K20P19_CMIP5_GFDL_rcp85 # K20P19_CMIP5_MIROC_rcp45 # K20P19_CMIP5_MIROC_rcp85 # K20P19_CMIP6_cesm_ssp126 # K20P19_CMIP6_cesm_ssp585 # K20P19_CMIP6_gfdl_ssp126 # K20P19_CMIP6_gfdl_ssp585 # K20P19_CMIP6_miroc_ssp126 # K20P19_CMIP6_miroc_ssp585
#nEatcovs
1
#Eat_covs
3
#n_fut_itr : number of future temperature simulations 
21
#nyrs_fut : (1, n_fut_itr) number years for the zooplankton data 
79
#fut_years : matrix(n_fut_itr,nyrs_fut) years for the zooplankton data 
2022 2023 2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040 2041 2042 2043 2044 2045 2046 2047 2048 2049 2050 2051 2052 2053 2054 2055 2056 2057 2058 2059 2060 2061 2062 2063 2064 2065 2066 2067 2068 2069 2070 2071 2072 2073 2074 2075 2076 2077 2078 2079 2080 2081 2082 2083 2084 2085 2086 2087 2088 2089 2090 2091 2092 2093 2094 2095 2096 2097 2098 2099 2100
#ncov_fut : number of covariates 
61
-1.812295 -2.509357 -2.72913 0.5226408 -0.9466083 -2.217321 0.2811135 0.6235028 -1.570699 -1.429847 -0.7181665 -1.142183 -1.913891 -3.222994 1.227663 -0.6250291 -1.708193 -1.256269 -1.137706 -3.209932 -1.581294 -1.828256 0.3421748 -1.563679 -2.11651 -2.367168 1.136651 -1.407404 0.8393489 1.291728 -0.8883588 -2.024629 -1.085614 -0.3003502 -2.237622 -0.773338 -1.958831 -1.149463 -1.223558 -2.583443 -1.894628 -1.64512 -0.4137341 -2.263093 -1.587112 -2.022691 -1.825181 -1.912054 -1.70375 -0.8980639 -1.295224 -2.168118 -1.194685 -1.530536 -0.4791605 -2.732689 -1.521183 -0.8610002 1.129969 -2.109297 -2.230986 -1.364558 -1.948454 -1.857968 -2.129507 -2.161739 -1.561087 -3.190579 -1.758358 -2.494417 -2.115384 -0.1169534 -2.272942 -1.105815 -1.278569 -1.229031 -2.034005 -3.1146 -3.1146
1.233106 0.3725519 0.4627099 -0.5424148 -1.389531 -1.205151 -0.4666183 -1.211513 -0.324614 0.4180541 1.28925 -0.5840466 0.60164 -0.3292745 0.4324955 0.3623388 -0.6194594 1.000399 -0.04632671 -0.5512155 0.6202222 1.018663 0.6011324 -1.957982 1.832474 0.03045338 1.870055 -0.7500947 1.071835 1.061552 2.339302 1.233112 -0.07543767 0.06971599 -0.8834752 -0.4510144 -1.776342 -1.037341 -0.189307 0.6008686 -1.017521 -1.289454 0.1964305 -1.726609 -0.9320376 -0.1514432 2.786067 -0.7464532 -0.5268904 1.585528 0.9691819 0.3741664 -0.1522719 -0.3129233 1.045765 -0.4820691 -0.4518182 0.2340772 -0.4427303 -0.2435542 -0.8084434 -1.001796 0.6788605 0.3185232 0.6107823 -0.8011496 -0.1859976 0.2522725 -0.6875156 -1.181111 0.8971564 1.060554 -0.7105821 -0.6231589 -1.477829 -0.795717 0.4588397 1.38734 1.38734
0.9520782 -1.988213 -0.8615569 -1.776635 -0.890076 -2.615723 -2.089058 -2.280144 1.903293 -0.7290018 -1.823446 -0.8565944 0.0984207 -0.4799677 -1.641608 1.69057 -1.756343 0.8521802 0.2356709 -0.9747168 0.2753367 0.5519837 -0.5519355 -1.20253 -1.998666 1.907655 -1.424453 -3.019608 -0.9432982 -1.536625 -2.504139 -1.942062 0.7315776 -1.865703 1.170024 -1.861005 -0.7791367 -0.8825923 -0.9038034 -3.300321 -2.143969 -1.975793 0.4609692 -1.993676 -1.810264 0.7015935 0.4557067 -2.95317 -2.037422 -1.806189 -1.533301 -0.4017417 -2.352847 -0.8920457 0.09707052 -2.018837 -4.098398 -3.350682 -1.292617 -1.468804 -2.86827 -3.922949 -0.4599083 -0.3048218 -2.287811 -1.759124 -1.500032 -1.373556 -0.451663 -3.045066 -1.907223 -1.690527 -1.873324 -3.228656 -1.336189 -1.385483 -2.490001 -4.645714 -4.645714
###########################################################
# summer_Cop_integrated
-0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922 -0.1072922
0.2138695 2.995296 0.7446694 0.5374281 0.6509761 -0.9548335 -0.8540688 -1.984221 0.605544 1.214582 -1.730206 -0.8932883 2.533884 1.79001 0.1097585 -0.8471284 -0.6196208 0.2117051 0.6046229 1.582932 0.55618 -0.5362574 -0.8739401 -1.061595 -0.1775181 1.053005 -1.580291 -0.4182013 -3.158187 -2.360011 -1.560833 1.399433 -2.560247 -3.311193 -3.655448 -3.301285 -2.277145 -6.009643 -3.934988 -3.445511 -2.09921 -2.595992 -2.699297 -4.208345 -3.812915 -3.350971 -4.064268 -3.913646 0.008897229 -2.524894 -3.271001 -3.884673 -2.837761 -4.875188 -4.607585 -3.488224 -3.492488 -3.246505 -5.738759 -6.60082 -6.552604 -5.342945 -6.179866 -4.577666 -5.541052 -5.743934 -5.623756 -5.514039 -4.787306 -4.842794 -3.873352 -5.891955 -4.877057 -4.430806 -5.285534 -4.436041 -7.20413 -6.839254 -6.839254
-1.069075 0.4876788 -0.4197148 -0.5970856 -0.2394252 -2.170924 -0.9381152 0.8687989 -0.7119931 -2.305603 -0.3808911 1.185347 -1.257412 0.01862332 0.5361835 -0.3362031 -0.4764478 0.5060139 0.3334779 -1.32597 -1.926818 1.488815 -0.5102146 -1.739127 -2.274084 -3.184077 -2.765957 -0.00341039 -1.031466 -1.564998 0.919113 1.57653 1.756463 -1.256655 -4.023042 -2.422359 -0.8929307 -0.8707183 0.5889352 -2.888215 -3.336147 -0.09837606 -0.0799244 -1.149955 -2.022154 0.9467556 -1.465254 -4.651623 -3.444014 -2.143524 0.07052233 -0.7074307 -3.985645 -5.113814 -4.342129 -0.949402 -1.437086 1.197306 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454 -2.148454
0.08286911 2.686218 0.4205423 0.2270892 0.6915409 -0.8527503 -0.7587184 -2.420455 0.4892476 1.123628 -1.649093 -0.7048158 2.305036 1.781226 0.03272663 -0.9422991 -1.224428 0.1426615 0.8297216 1.364564 0.1425497 -0.9518283 -0.9790372 -0.8213201 -0.09880601 0.9044051 -1.707524 -0.7775198 -2.854786 -2.35443 -1.409622 1.206685 -2.721465 -3.249974 -3.646265 -2.752407 -2.009199 -5.625585 -3.920199 -3.144762 -1.939233 -2.341533 -2.429998 -4.261117 -3.660872 -3.146598 -3.384886 -3.458876 0.4684592 -2.605901 -3.145957 -3.603153 -2.716459 -4.634572 -4.476679 -2.584779 -3.393604 -2.946109 -5.486824 -6.386048 -5.616047 -4.780551 -5.63134 -4.177679 -5.172887 -5.024292 -5.093038 -5.3514 -4.080368 -4.085253 -3.518763 -5.871424 -4.55119 -3.949904 -4.908153 -4.16083 -6.848439 -6.308416 -6.308416
-3.23012 -0.2886164 -1.760836 -1.753196 -0.4797524 0.748007 -0.1202022 -1.518789 0.3132158 -1.026998 0.7538616 1.926569 -0.6295919 -0.6524432 -0.05601368 0.5796969 -0.3600405 0.3460112 0.8655277 0.3028478 -2.286202 -1.859111 -5.807386 -0.008467716 -1.924819 -0.2229465 -4.323034 -2.405052 -3.162535 -3.828317 -1.854711 1.050855 -0.773676 -1.148844 -1.191598 -1.288693 -3.864344 -4.657639 -0.7315596 1.653551 -2.278862 -2.430951 -1.734403 2.191771 1.083953 -2.101796 1.468405 -0.1469244 -3.797459 -0.187977 -1.213928 -2.137678 0.1099498 -2.948855 -4.627773 -5.425924 -5.049926 -3.719622 -5.576607 -6.848036 -1.599867 -2.505724 -2.549622 -2.55599 -4.04167 -3.948407 -1.679531 -3.951638 -5.894413 -1.24587 -0.9923331 -1.533654 -0.5673388 -3.758531 -4.743658 -7.160697 -6.017913 -5.050442 -5.050442
0.3692761 0.8164792 0.5835816 -1.448427 0.5101971 1.191933 -2.426529 1.200867 0.5410188 -1.933004 2.155834 2.035288 1.401705 -0.7250541 0.04248882 -0.7360669 -0.6238295 0.973088 1.352201 2.785525 -2.805563 1.760373 0.5353808 -1.490588 0.2051774 -0.2764203 2.395745 -1.475645 3.866924 0.787629 0.4208907 1.085517 3.099605 -1.858378 0.2353358 1.183915 1.887058 -0.7858121 -0.6370667 0.3771938 -0.1377056 3.210162 -0.9836542 -0.384695 -0.09480167 1.187777 -1.155847 1.317356 -0.3968746 1.538085 1.658168 1.333216 -0.9518805 0.1028084 0.6982535 1.712503 -1.183101 -0.2696058 -0.3104226 0.2998643 0.9034513 0.7454444 3.335775 0.1191918 2.202509 0.4479998 -0.937517 -1.446036 2.384992 1.995155 0.5394223 2.566804 4.236961 -1.408578 -0.8812811 0.5251679 1.282954 -0.333258 -0.333258
-1.963204 -0.4561689 -0.3863339 -1.173278 -1.348936 0.3773767 0.1002473 0.60395 1.419331 -1.061978 0.8670922 1.023756 0.3480963 -0.4468193 0.911115 0.4090061 -1.119522 0.01112024 1.312698 0.1993972 -1.503108 -1.622641 -3.507919 1.423862 -0.121245 0.7019456 -3.592192 -1.181829 -1.927272 -3.415257 -2.199066 0.8416335 -0.9456367 -0.6661676 -0.942927 -1.679988 -2.149237 -2.500894 -0.5176435 1.591822 -1.390369 -2.164623 -1.166112 2.677874 1.681686 -1.471014 0.8156546 1.680924 -1.484006 0.7957968 0.315451 -1.981994 0.104723 -2.287606 -3.188948 -3.518732 -3.441398 -1.624325 -3.15173 -4.111255 -0.3949545 -1.018964 -1.162307 -1.265102 -2.80891 -2.657028 -1.0213 -2.629808 -3.4271 0.141772 0.3886479 0.2054446 0.1991091 -3.053415 -3.02294 -4.498683 -2.876301 -3.761249 -3.761249
-2.685865 -5.267804 -4.630222 -2.980161 -2.364965 -7.242768 -2.549082 -5.990474 -0.7783511 -4.925707 -5.181526 -5.746814 -8.384976 -7.241711 -6.281018 -5.61534 -2.927305 -3.531806 -4.020408 -6.071364 -8.695637 -11.84153 -14.40737 -5.63451 -4.981367 -3.773622 -6.434763 -7.384229 -4.247599 -6.155872 -4.681937 -6.848396 -1.890215 -1.261315 1.190808 -5.603888 -6.604079 -6.202929 -5.629913 -4.053938 -6.175115 -2.535622 -10.116 -4.986135 -4.636587 -4.424568 -7.947114 -10.0627 -7.51697 -7.932087 -10.18743 -8.429445 -5.683515 -8.57509 -17.72542 -8.898371 -8.033745 -5.600206 -10.73922 -9.989699 -9.855625 -5.720252 -2.638562 -4.115592 -5.227467 -10.60606 -6.485486 -8.43483 -10.37346 -6.056697 -11.49673 -10.23972 -7.743937 -6.624546 -6.233261 -9.082398 -9.260377 -11.53203 -11.53203
0.1822266 -0.3020947 -2.113883 -2.544228 -2.948838 -1.318336 -4.642635 -1.241552 -1.756384 -0.9849728 -0.4154356 -3.159905 -2.886227 -5.574097 -4.910907 -2.203362 -3.68313 -1.320496 -1.506744 -2.708966 -3.321282 -4.220947 -3.660803 -4.041591 -4.650965 -6.519271 -3.900216 -3.242287 -6.096969 -1.92724 -6.623628 -6.695125 -7.491661 -4.516516 -9.208544 -5.607358 -7.705474 -7.048728 -5.754595 -5.568098 -5.985096 -8.961766 -13.30767 -9.598184 -11.88319 -8.171526 -7.056714 -10.44249 -14.1631 -11.79677 -7.707934 -11.31164 -12.63067 -9.244653 -10.88088 -10.791 -9.215783 -13.83632 -14.38306 -13.84493 -9.813801 -11.73417 -11.23998 -16.82126 -13.97466 -9.732174 -12.64438 -10.5306 -11.30749 -14.47386 -17.79029 -16.59569 -12.08634 -11.053 -13.66036 -17.4451 -12.56338 -12.93108 -12.93108
-1.816516 -0.3003865 -0.7674345 0.1131123 -0.1093758 -2.614544 -1.22931 0.7211131 0.06170002 -3.782724 -1.760893 -0.2624128 -0.9851557 -0.6130256 0.2044005 0.6805295 -0.0712981 0.6146018 0.9052523 -0.8379613 -2.222511 0.5550114 -1.154606 -1.088849 -1.13994 -2.168891 -2.407733 -0.8897968 0.1652633 -1.308842 0.7325473 2.132247 0.9091018 0.3763969 -3.077333 -1.736905 -0.2592568 -0.01655464 -0.01256701 -3.080553 -3.451877 0.3848543 1.687453 0.664144 -1.560341 -0.4737056 -0.1380162 -0.1668161 -1.892669 0.06834382 -0.3415993 -0.9714544 -2.189371 -2.736986 -2.87437 -0.4124197 -0.5833588 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172 1.282172
0.6823558 1.997858 1.014939 0.1631057 0.764132 -2.349561 -1.774851 -2.420775 0.9914131 1.506971 -0.03365915 -0.6633906 3.504038 1.229003 2.138541 0.7142149 -1.249041 -0.8724034 0.6455569 2.25337 0.5303838 0.5326102 -0.3083806 -0.9327243 1.203153 0.5713691 -1.166577 -0.7943172 -1.561485 -1.811175 -0.6669593 2.936089 -1.183124 -1.345515 -0.5757732 -0.8279091 -0.4884676 -4.62925 -2.713301 -1.31908 -2.58695 -0.03622862 -1.099289 -1.302539 -2.626853 -1.066307 -0.6453505 -1.563227 0.9149613 -0.5877113 -1.759849 -1.422799 -1.035765 -1.431328 -2.854647 -1.201259 -1.510674 -3.601271 -3.272199 -4.595457 -2.636236 -2.423458 -4.358042 -3.785247 -2.287845 -3.19658 -2.905223 -2.991222 -2.982692 -2.530859 -2.037618 -3.40933 -3.426493 -3.016344 -2.419227 -2.641793 -5.816471 -5.108502 -5.108502
-1.090521 1.519088 0.4554181 -1.208318 0.527865 1.607999 -2.121284 0.1684229 0.1743206 -0.7697173 1.84544 0.8570174 1.577411 1.400393 0.4800611 0.1378747 -1.295887 0.8876539 0.4801298 0.6512269 0.3891417 1.583487 -0.004017198 -0.5945099 3.221937 0.6676526 0.1426608 -1.719943 1.433473 0.2903867 0.1667809 1.30186 -0.151005 1.836802 -1.481687 -0.6019087 1.146345 -0.3761892 -0.2476779 -0.1377038 1.408534 1.62446 -0.9547888 -1.530669 -0.9122529 -0.141379 -0.0107744 0.9351293 0.02189613 1.836435 2.148201 -1.097168 -0.9172653 1.086229 0.686687 1.085758 -1.332801 -0.7323518 -0.7305418 0.7516194 1.301048 -0.4223336 1.987558 2.226559 0.6276102 0.8017698 0.6865891 -0.8499449 0.8273566 2.902357 -0.3735203 -1.25978 0.5515552 -1.390972 -0.2165002 0.478064 1.530159 1.096831 1.096831
-0.237451 0.990343 -0.3621229 0.2196932 0.9471269 0.3930532 0.8256321 -0.0942007 0.9272194 0.97092 -0.8793336 1.796032 -2.233995 0.3828142 1.537076 0.3531481 0.4141033 -0.1621912 1.018099 0.9855519 -0.2392984 -0.6558602 -2.537668 -1.658563 -1.654277 1.484925 -2.823852 -2.469012 -0.8380441 -0.6521373 1.501027 1.179214 -0.9089994 -0.2058762 0.1218146 -1.692975 -1.409048 -1.88977 0.6161733 -0.08582747 -1.654818 -1.71939 0.03693079 1.076454 -0.1434339 -1.068213 0.9958322 -2.201372 -1.679561 -1.659687 -1.05193 -1.958539 0.2064091 -1.374067 -1.424359 -4.465995 -2.947802 -1.675711 -2.535685 -4.290945 -1.697678 -0.313137 -2.105959 -1.991791 -1.029421 -1.99846 -2.71355 -3.032006 -5.282389 -0.5830847 1.119824 -0.4043163 0.3530648 -1.765073 -3.401377 -4.934085 -2.769673 -1.604113 -1.604113
-1.030398 -4.441912 0.4625341 0.2630352 -0.3608577 -2.685614 -1.190115 -1.6646 1.996042 -1.811078 -2.343031 -0.5486313 -3.857943 -1.424657 -0.3708887 -1.349256 -0.1023937 -1.232185 -0.4524055 0.1909831 -1.125754 -4.833826 -3.616323 -0.1495852 -0.5621078 0.6679971 -1.049342 -2.276674 -2.504455 -1.382808 1.881465 -3.030144 0.3603182 0.2164093 1.037944 -1.480877 -1.607954 -0.1506764 -1.242302 -0.2667622 -0.4616288 0.8888823 -2.098789 0.4210855 -0.7778169 -2.258699 -2.114934 -2.192921 -1.807771 -3.632683 -3.418458 -1.084553 -0.5229079 -1.64625 -4.599782 -0.9786927 -0.9983219 -0.5945839 -1.298149 -0.1955364 -2.178459 -0.05826496 0.844601 -1.488508 -0.9546695 -2.159506 -1.348525 -1.914101 -3.563945 0.302956 -1.993275 -2.991579 -2.495223 0.009765243 0.1143225 -1.659293 -0.9174998 -2.590458 -2.590458
-0.3673194 0.3024059 -0.2482764 -0.9956681 -0.04998354 0.1316559 -1.17555 1.157204 0.8230213 1.546397 0.5319535 -0.6489957 0.2682483 -0.5376781 -0.3245954 1.128164 -0.2443698 0.531265 0.6926999 1.448027 1.17204 -1.185926 0.56722 -0.3318897 -0.6704522 -0.8038556 0.4342565 -0.7860795 -1.122684 0.3302301 -0.9580267 0.03793389 -1.537346 -0.3665696 -1.949622 -1.056573 -0.3335579 -0.02657775 -1.006705 -0.7788275 -1.899748 -2.172679 -3.331508 -1.261907 -2.216232 -1.17933 -0.7713062 -1.712261 -3.245804 -2.145726 -1.257525 -2.236688 -2.707836 -1.595177 -2.594482 -2.872282 -1.096881 -3.462922 -3.189705 -2.838139 -1.9709 -2.511921 -2.415181 -4.091642 -3.592783 -1.092325 -2.874748 -1.822957 -2.466741 -2.479863 -4.111776 -4.210795 -3.0943 -1.826844 -2.689354 -4.136207 -2.541671 -2.243379 -2.243379
-2.490957 -1.015193 -1.368271 -1.30864 -2.352236 1.523527 -0.1812027 0.4936842 1.61439 -2.097459 -0.7776803 0.1065387 1.868061 2.005695 0.6857094 -0.579357 -1.665184 -0.4202724 -0.9173506 -0.6911281 -1.196538 0.3447104 -0.838447 -1.031557 -1.803781 -2.41457 -2.050369 -2.532041 -1.27291 -2.863505 1.035125 1.487271 -0.1740764 1.231033 1.930371 -1.414358 -2.173853 -3.386245 -2.643469 -0.4325862 -1.066794 -1.575362 -0.3732704 -0.7780323 -2.105479 -1.463647 -1.748903 -1.011958 -2.337463 -2.237224 -0.6469944 0.8785251 -0.5982132 1.120418 -1.306521 -1.349138 -2.393819 -2.777621 -3.559388 -3.703515 -2.68824 -3.136369 -2.230876 -3.061828 -1.716077 -2.681956 -1.165961 -2.43885 -2.252479 -3.540993 -1.547182 -2.703687 -1.657274 -3.358166 -3.59325 -3.44425 -2.991216 -1.003936 -1.003936
2.013117 2.231355 0.7279968 -0.5573244 -0.1830797 0.7263605 0.7728717 0.5919326 1.501058 1.477585 0.8394453 2.43849 4.579345 3.496826 0.3294348 0.314035 0.9706259 0.998143 -1.153821 0.736137 0.1526237 -0.682302 1.180624 -0.8231576 0.4544728 2.109645 1.721856 2.536128 -0.8112053 3.12897 -1.08201 -2.816786 -2.4964 -1.321306 -1.845814 -0.7165571 -1.028583 -1.413975 -2.499306 -1.758985 -0.8564416 -2.420898 -0.914481 -0.2747324 -1.467752 -0.6601748 -1.099153 -1.536027 -1.733439 -2.989605 -1.904695 -0.9786148 -1.744136 -0.5238204 -3.304464 -0.05455501 0.5956029 -1.794243 -1.882638 -3.456774 -3.064435 -2.234474 -2.879211 -3.524914 -4.802206 -3.453912 -2.97148 -2.680016 -3.801101 -4.996544 -4.861291 -3.969291 -2.835854 -4.219115 -3.770278 -2.875361 -2.410592 -0.9334536 -0.9334536
-0.5133211 1.171387 -0.1267381 -0.486512 -1.429959 -1.033867 -0.2394285 -0.5620348 -1.98403 -2.266619 -1.107507 -2.458857 -1.094808 -1.184597 -1.510988 -1.859824 -1.690274 -1.035264 -1.399304 -3.580328 -3.166892 -1.525565 -0.7302153 -2.424596 -1.985205 -2.761016 -2.06992 -1.999763 -1.202779 -1.815789 -2.605467 -2.904415 -2.512074 -2.179109 -2.400175 -0.9941759 -2.48402 -2.229023 -0.8025123 -2.487729 -0.4671929 -1.690288 -1.59181 -2.642154 -1.740052 -1.12529 -0.9892496 -2.374175 -2.674592 -1.676537 -1.91122 -0.6354138 -2.115385 -3.423372 -0.909215 -1.8612 -0.2499538 -0.5196531 -2.254931 -2.191094 -3.374954 -3.494502 -2.090816 -0.9390025 -2.773503 -1.376996 -2.144449 -1.452202 -2.815604 -0.8861272 -3.268471 -2.678114 -1.355503 -2.016585 -2.403445 -2.999485 -3.28608 -4.122235 -4.122235
-2.539647 0.5644124 0.2808185 -1.101976 -2.066565 1.080436 -1.866777 -1.93267 -1.639981 -3.031902 -2.641574 -3.211661 -1.818024 -1.6554 -5.121458 -2.862656 -2.67986 -1.784107 -2.620914 -0.4257748 -1.42575 -2.704303 -3.99235 -3.859935 -3.765624 -1.037144 -3.985068 -1.305001 -0.3102306 0.2952885 -0.7574875 -1.736083 -1.026893 -1.829818 -0.2759975 -1.421994 -1.469718 -2.616093 -1.384432 -4.011111 -1.120841 -1.284217 -2.214285 -2.910342 -2.437776 -3.399564 -2.813371 -4.064187 -7.476673 -2.357006 -2.68118 -3.966146 -3.459421 -4.554514 -3.517775 -3.976253 -4.153372 -5.291069 -4.967497 -6.277784 -4.167564 -3.821092 -4.220992 -5.190843 -8.571377 -7.510463 -4.994428 -4.772818 -5.006052 -6.109846 -6.383796 -4.011917 -3.763042 -3.659615 -3.718247 -2.756211 -3.853504 -5.947097 -5.947097
1.149596 0.7429023 -0.2051734 -0.1265904 -0.4333847 -0.7919941 -1.188987 -1.003565 0.6016497 0.3467467 1.05296 0.173043 0.04703258 0.3248742 0.9422395 0.3551134 -0.1796584 0.8888312 1.439564 1.850023 0.6021781 0.2914762 0.9847021 -0.4661118 0.7765625 -0.7204021 0.8020408 0.4904157 -0.3759296 0.7433747 0.9111377 1.339767 1.209615 -0.4010554 -0.5333993 -0.4403987 -1.448042 -1.765753 -1.211904 -1.640561 -2.06985 -1.476641 -1.482084 0.6362381 0.01020528 -1.352797 -0.5748992 -0.1158656 0.0579913 -0.09704619 1.031371 -0.01802505 -0.1448235 -1.443824 1.005287 0.4033759 -1.218098 -1.960743 -0.8848238 -0.5583664 -1.135947 -0.3911229 0.2219943 0.5187057 -0.3783513 -0.6581925 0.2620909 0.9693955 -0.933632 -0.884172 -0.05753036 0.6927159 -0.009215385 0.6764214 0.2089295 -0.9270036 -0.852014 0.4632246 0.4632246
-2.00141 -1.035128 0.3738367 -1.573978 1.686876 -1.352456 0.930009 0.7831638 -0.7997229 -0.1341057 -0.05771631 3.100484 2.725045 0.3359293 1.934286 1.939747 -0.6522812 -0.3776945 2.447319 1.059802 0.6599325 0.7386557 0.8160662 0.3349778 2.544061 1.332851 -0.6048613 -0.7503385 0.2113325 0.8899155 -0.7703967 -1.258999 2.090257 0.727164 1.85482 -1.497875 -1.408475 -0.1305053 -1.228375 -0.8445484 -0.05349372 -1.847537 -0.5000339 -2.862341 -1.076195 -0.2611406 -0.2745147 -4.103339 -0.9833635 -2.24667 -0.7803578 -1.973957 -2.151808 -2.707215 -1.89613 -0.9864965 -3.899681 -2.913397 -3.59665 -2.795504 -3.423672 -5.490574 -2.110915 -2.635494 -3.123558 -1.228102 -2.654845 -2.983804 -2.56115 -4.277428 -4.255672 -4.081406 -3.019549 -5.998519 -5.224641 -5.58099 -5.537911 -6.488674 -6.488674
###########################################################
# summer_Cop_surface5m
-0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079 -0.7916079
-1.408153 1.223955 0.479982 -0.6564311 0.2288939 -0.8575526 -2.158252 -3.456598 0.7440578 1.576656 -2.199424 -2.537279 1.345671 1.474779 0.5207602 -2.726684 -1.325363 -0.04120011 -1.389427 0.6415779 0.1551309 -1.398622 -2.765537 -2.309009 -1.701341 0.2124484 -2.858609 -0.9921546 -3.646067 -4.529549 -2.736766 0.3049773 -4.394208 -5.498687 -6.744444 -4.994147 -3.674702 -7.574813 -5.723891 -5.689496 -2.358564 -4.235 -3.700722 -6.522363 -4.607404 -4.95355 -5.583704 -4.972712 -1.363763 -3.939914 -5.110218 -5.41216 -5.535401 -7.030043 -6.435118 -4.883166 -6.492893 -4.125542 -7.522565 -7.393301 -8.135913 -7.080275 -7.533929 -6.11968 -6.634506 -7.550601 -7.215261 -7.253557 -6.389172 -6.833643 -4.877952 -7.166478 -6.801473 -5.896375 -6.746902 -5.262168 -8.566367 -8.02402 -8.02402
-0.8699882 0.4437064 -0.5323187 -0.899194 0.3549814 -2.951142 -1.399726 0.6573135 -1.019518 -2.794073 -0.6689047 0.6546809 -1.213236 -0.2561 0.4527344 -1.170649 -0.422934 0.1356921 0.02415059 -2.352463 -2.93782 0.6972875 -1.22912 -1.76203 -3.462309 -3.653425 -2.919556 -2.055548 -1.681944 -3.05343 0.3756377 0.4841685 0.2049758 -1.032245 -5.063504 -2.190815 -0.4759684 -1.426989 -0.1503865 -3.623179 -3.588209 -0.2687873 -0.5702152 -1.768008 -3.285707 0.3097914 -1.504501 -5.844027 -3.613327 -3.719959 -0.5558041 -1.742027 -5.100069 -5.152741 -5.262642 -1.350516 -1.910487 0.09060305 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808 -2.928808
